personLabel
Glenda Schroeder
Dorit Aharonov
Susanne Albers
Frances Allen
Sarah Allen
Anita K. Jones
Annie Antón
Cecilia R. Aragon
Winifred Asprey
Jacob Appelbaum
Terri Attwood
Donna Auguste
Chrisanthi Avgerou
Henriette Avram
Ruzena Bajcsy
John Knoll
Jean Bartik
Evelyn Berezin
Francine Berman
Danielle Bunten Berry
Orna Berry
Sue Black
Kathleen Booth
Anita Borg
Maxine D. Brown
Jennifer Tour Chayes
Amanda Chessell
Anne Condon
Lynn Conway
Danese Cooper
Kate Craig-Wood
Leah Culver
Dorothy E. Denning
Susan T. Dumais
Cynthia Dwork
Annie Easley
Thelma Estrin
Jeanne Ferrante
Phyllis Fox
Frances A. Rosamond
Charlotte Froese Fischer
Susan Gerhart
Carole Goble
Adele Goldberg
Shafrira Goldwasser
Susan L. Graham
Diane Greene
Sheila Greibach
Nancy Davis Griffeth
Rebecca Grinter
Nancy Hafkin
Lois Haibt
Ashawna Hailey
Wendy Hall
Margaret Hamilton
Jane Hillston
Betty Holberton
Molly Holzschlag
Grace Hopper
Ayanna Howard
Mary Jane Irwin
Leah Jamieson
Sabina Jeschke
Katherine Johnson
Lynne Jolitz
Lila Kari
Arfa Karim
Anna Karlin
Lydia E. Kavraki
Mary Kenneth Keller
Maria Klawe
Daphne Koller
Janet Kolodner
Marta Zofia Kwiatkowska
Monica S. Lam
Susan Landau
Amy L. Lansky
Corinna E. Lathan

Ming C. Lin
Joyce Currie Little
Liuba Shrira
Nancy Lynch
Shigeru Miyamoto
Rashad Khalifa
Daniel Tammet
Ursula Martin
Alexia Massalin
Marissa Mayer
Lori McCreary
Renée Miller
Johanna Moore
Enid Mumford
Caryn Navy
Evi Nemeth
Klara Dan von Neumann
Angela Orebaugh
Wanda Orlikowski
Susan Owicki
Meredith L. Patterson
Stormy Peters
Rosalind Picard
Nichole Pinkard
Diane Pozefsky
Joanne Pransky
Dana Randall
Elizabeth Rather
Colette Rolland
Dana Ron
Daniela L. Rus
Reihaneh Safavi-Naini
Jean E. Sammet
Sarit Kraus
Margo Seltzer
Kaisa Sere
Mary Shaw
Hava Siegelmann
Barbara Simons
Diane Souvaine
Karen Spärck Jones
Ellen Spertus
Katherine St. John
Stella Atkins
Ileana Streinu
Maureen C. Stone
Carolyn Talcott
Éva Tardos
Jaime Teevan
Marilyn Tremaine
Dana Ulery
Manuela M. Veloso
Nalini Venkatasubramanian
Dorothea Wagner
Wang Xiaoyun
Tandy Warnow
Elaine Weyuker
Sue Whitesides
Telle Whitney
Mary Allen Wilkes
Gail Williams
Myra Wilson
Sophie Wilson
Jeannette Wing
Mary Lee Woods
Beatrice Helen Worsley
Margaret H. Wright
Irma Wyman
Frances Yao
Kateryna Yushchenko
Maria Zemankova
John von Neumann
Donald Knuth
Kathleen Antonelli
Tsutomu Yamaguchi
Gina Bianchini
Theo de Raadt
Steve Jobs
Felix von Leitner
Ahn Cheol-soo
Cynthia Breazeal
Sandy Carter
Michael S. Hart
Clive Sinclair
Christoph Zenger
John George Kemeny
Narendra Karmarkar
Guido van Rossum
Leonard Kleinrock
Linus Torvalds
Jeri Ellsworth
Mark Zuckerberg
Caterina Fake
Adele Goldstine
Georg Gottlob
Wolfgang Pree
Gottfried Ungerboeck
Kurt Mehlhorn
Reinhard Wilhelm
Bernhard Korte
Michael Kohlhase
Bernhard Thalheim
Henning Kagermann
Tom Stonier
Edgar F. Codd
Larry Wall
Alexey Pajitnov
Nicholas Negroponte
Tony Hoare
Niklaus Wirth
John Carmack
Jim Gray
Brian Kernighan
Fred Brooks
Haskell Curry
Richard M. Karp
Leslie Lamport
Sid Meier
Paul Baran
Peter Naur
Richard Hamming
Bjarne Stroustrup
Andrew S. Tanenbaum
James Gosling
Jon Postel
Dan Bricklin
Fernando J. Corbató
Manuel Blum
Gary Kildall
Juris Hartmanis
Kenneth E. Iverson
John Cocke
Niklas Zennström
Jacques Vallée
John Ousterhout
Ray Ozzie
Robert Tarjan
Christos Papadimitriou
Robert W. Floyd
Ton Roosendaal
Robin Milner
Butler Lampson
John Henry Holland
Robert Tappan Morris
Brendan Eich
Amir Pnueli
Paul Graham
Håkon Wium Lie
Hans Reiser
Bruce Perens
Marcelo Tosatti
Walter Savitch
David D. Clark
Craig Reynolds
Jonathan Sachs
James Clark
Bob Wallace
Ryan C. Gordon
Shang-Hua Teng
Sanjeev Arora
John F. Sowa
Mark Jerrum
C. J. van Rijsbergen
Bob Scheifler
Jeffrey Shallit
Jack Dongarra
Julius Richard Büchi
Dan Kaminsky
Joe Ossanna
Takeo Kanade
Joël de Rosnay
Michael Lynn
David G. Lowe
David Gelernter
Rémy Card
Jon Bosak
Damian Conway
Sartaj Sahni
Norbert Pohlmann
David H. D. Warren
William Warren Tunnicliffe
John Pasta
Harald Ganzinger
Daniel G. Bobrow
Rudi Studer
Richard Crandall
Andy Hopper
Philippe Flajolet
David Harris
Yiannis N. Moschovakis
Horst Zuse
Dieter Fox
Stephen Brewster
Dawn Song
Zohar Manna
Barry Boehm
Gil Kalai
Uriel Feige
Edmund M. Clarke
Raj Reddy
E. Allen Emerson
Richard E. Stearns
Edward Feigenbaum
Judea Pearl
Mihalis Yannakakis
Terry Winograd
Charles P. Thacker
Mark Russinovich
Subhash Kak
Peter Chen
Peter Norvig
Jack Elton Bresenham
David Waltz
Mark Overmars
Rollo Carpenter
Erich Gamma
George Stibitz
Mario Szegedy
Gábor Tardos
Jon Hall
Miklós Ajtai
David Marr
László Babai
Hermann Maurer
Abraham Lempel
Watts Humphrey
Rudy Rucker
Tom Duff
David A. Patterson
Michael J. Flynn
Jean Ichbiah
John L. Hennessy
Ian Sommerville
Paul Flaherty
Ivar Jacobson
Daniel Lewin
Eric Bina
L Peter Deutsch
Vytautas Kaminskas
Jaron Lanier
Algirdas Avižienis
Algimantas Kurlavičius
Daniel J. Bernstein
Jack Edmonds
Ronald V. Book
Irving S. Reed
George Marsaglia
Mark Adler
Cleve Moler
Stephen Altschul
Roger Michael Needham
Ken Sakamura
Gordon Bell
David Parnas

Andrei Alexandrescu
Tony Fadell
Gerard Salton
Douglas McIlroy
Edward F. Moore
Ric Weiland
Ralph Merkle
Friedemann Mattern
Philippe Kruchten
Patrick Prosser
Wilfried Brauer
Richard Wallace
Claus P. Schnorr
Chris McKinstry
Victor S. Miller
Geoffrey Hinton
Marek Chrobak
Wolfram Burgard
Wolfgang Bibel
Marek Karpinski
Richard Grimsdale
Mark N. Wegman
Rick Gates
Neil J. Gunther
David Sayre
Ted Selker
Carsten Lund
Jim Kurose
Rudolf Kruse
Dave Raggett
Thomas Strothotte
Ellis L. Johnson
Dietmar Saupe
Lawrence Landweber
Anja Feldmann
Klaus Samelson
Terry Welch
Corinna Cortes
Tim Gill
Charles Stark Draper
Kurt Gödel
Erna Schneider Hoover
Mary Lou Jepsen
Heinz Zemanek
Patrick Volkerding
Dennis M. Ritchie
John McAfee
Charles Babbage
Susan Kare
Marlyn Meltzer
Benjamin Mako Hill
Peter J. Denning
Rob Levin
Charles Simonyi
Dana Scott
Andrew Rubin
Randy Pausch
Ginni Rometty
Patricia Selinger
Carol Shaw
Frances Spence
Katia Sycara
Mike Cowlishaw
Ruth Teitelbaum
Michael Morhaime
Péter Gervai
Ben Goodger
Alan Cox
Wilhelm Schickard
Armin Meiwes
Konrad Zuse
Kim Dotcom
George Yury Right
Carl Adam Petri
Carl Gustav Hempel
Horst Feistel
Tron
Bob Kahn
Miguel de Icaza
Maurice Wilkes
Alan Perlis
Ivan Sutherland
Stephen Cook
John Edward Hopcroft
James H. Wilkinson
Marc Andreessen
Peter Norton
Andrew Yao
Gene Amdahl
Charles Bachman

Steve Mann
Sebastian Thrun
Ben Shneiderman
Jochen Liedtke
Mark Zbikowski
Carver Mead
Mark Weiser
Jim Kajiya
Klaus Knopper
Igor Sysoev
Zeev Suraski
Michael Spindler
Daniel Domscheit-Berg
Volker Strassen
Andy Bechtolsheim
Christof Leng
Rudolf Bayer
Georg C. F. Greve
Friedrich L. Bauer
Manfred Trenz
Rolf Landauer
Karl Steinbuch
Harald Welte
Wau Holland
Bernd Sturmfels
Martin Fowler
Joseph Weizenbaum
Johann Helfrich von Müller
Günter Hotz
Jawed Karim
Matthias Ettrich
Ingo Rechenberg
Mario Jeckle
Arnold Schönhage
Hans Georg Bock
Heinz von Foerster
Jakob Nielsen
Frank Ostrowski
Hans Peter Luhn
Odo Josef Struger
Gerhard Chroust
Franz Josef Radermacher
Ingo Wegener
Thomas Henzinger
Peter A. Bruck
Raúl Rojas
Kai Krause
Gustav Tauschek
Dieter Fensel
Hans-Peter Kriegel
Manfred Broy
Wolfgang Nebel
Lance Fortnow
Charles Goldfarb
Mihai Nadin
Alan Kotok
An Wang
Noga Alon
Nicholas Metropolis
Hans Piloty
Theodore Ts'o
Charles H. Bennett
Edward Felten
Per Brinch Hansen
Mark P. McCahill
Lawrence Roberts
Trygve Reenskaug
Joanna Rutkowska
Gilles Brassard
Robert C. Prim
Tim Paterson
Seth Lloyd
William Daniel Hillis
David Wheeler
Brewster Kahle
Bertrand Meyer
Yehuda Afek
Michael Jackson
Simon Peyton Jones
Marcel J. E. Golay
Jacob T. Schwartz
Peter Landin
Bob Bemer
Dries Buytaert
Nat Friedman
Andrew Morton
Avi Wigderson
Jamie Zawinski
Peter J. Weinberger
Bruce Eckel
Jordan Hubbard
Michael A. Arbib
Rajeev Motwani
Justin Frankel
Aravind Joshi
Leonid Levin
Eric Allman
Georgy Adelson-Velsky
Dieter Rombach
David Bradley
Tatu Ylönen
Keith Packard
Wietse Venema
Aaron Seigo
Chu Bong-Foo
Stuart Feldman
Norman Abramson
Jon Kleinberg
Paul Lutus
Werner Zorn
Gerald Jay Sussman
Gustave Solomon
Robert Sedgewick
Luis von Ahn
Robin Li
David S. Miller
Wang Xuan
Gerhard Weikum
Jim Blinn
Bui Tuong Phong

Joshua Bloch
Jeff Hawkins
Michalis Dertouzos
Wolfgang Wahlster
Herb Sutter
Kasper Skårhøj
Evgenii Landis
Charles H. Moore
Thomas Kyte
Llewellyn Thomas
Jeremie Miller
Lenore Blum
Herman Goldstine
Paul Debevec
Raymond F. Boyce
Christopher J. Date
Robert Cecil Martin
Simon Tatham
Jonathan Schaeffer
Fabrice Bellard
Max Levchin
Adriaan van Wijngaarden
Brian Behlendorf
Michael Tiemann
Frank Rosenblatt
Alexander Razborov
Patrick Winston
Steve McConnell
Charles Petzold
John Maeda
Alexander Stepanov
Bob Frankston
Henri Gouraud
Charles E. Leiserson
Manindra Agrawal
Leon O. Chua
Viktor Glushkov
Ken Schwaber
John Walker
Ravindran Kannan
Dmitry Sklyarov
Alexander Dewdney
Jay David Bolter
Robert Taylor
Robert J. Mical
Richard Helm
David A. Wagner
Richard P. Brent
Jonathan Bowen
Lee Felsenstein
Monte Davidoff
John Domingue
Arthur Whitney
Lov Grover
Robert Fano
Thomas S. Ray
Evgeny Morozov
Andrzej Ehrenfeucht
Randal L. Schwartz
Neil Immerman
Alistair Cockburn
Scott Meyers
David Luenberger
Przemysław Prusinkiewicz
Matthew Dillon
Irfan Škiljan
Sam Lantinga
Bill Inmon
Konrad Fiałkowski
Brian Paul
Oren Patashnik
Shmuel Winograd
Donald D. Chamberlin
Alain Colmerauer
Gary Miller
Gerhard Hund
Roy Fielding
Jean Kuntzmann
Daniel Spielman
Victor A. Vyssotsky
Silvio Micali
Edmund Berkeley
Charles Leonard Hamblin
Greg Kroah-Hartman
Nikolaus Joachim Lehmann
Jacques Stern
Noel Sharkey
William Reeves
Jacek Karpiński
Monty Denneau
José Luis Encarnação
Charles Rackoff
Robert Piloty
Robert S. Barton
Fritz-Rudolf Güntsch
Michael Sipser
Helmut Schreyer
Pei-Yuan Wei
Charles Forgy
Carl Hewitt
David Rumelhart
Tom DeMarco
William Norris
Donald Michie
Hugh Darwen
Tadao Kasami
Christopher Strachey
Steve Grand
Ronald Fagin
James McClelland
Rusty Russell
Dirk Meyer
Joel Moses
Frank Soltis
Makoto Murata
Gerald Weinberg
Donald L. Shell
Wallace Givens
Shi-Kuo Chang
Jean-Paul Delahaye
Yoav Freund
Karl Sims
Walter F. Tichy
Ian Clarke
Janusz Wiśniewski
Mark Spencer
Jim Gettys
Edward Yourdon
Pekka Himanen
Ursula Hill
Ute Claussen
Uwe Lehnert
Uwe Schöning
Natalya Kaspersky
Daniel Robbins
Victor Zue
Thomas H. Cormen
Volkhard Klinger
Dan Gillmor
Werner Vogels
Van Jacobson
Jessica Mink
Jono Bacon
Walter Brenner
Walter Kuhn
Jaap Haartsen
Stef Joosten
Grigore Moisil
Werner Mellis
Herbert Schildt
Andries van Dam
Don Coppersmith
Lars Ramkilde Knudsen
Wilhelm Schäfer
Jeffrey Friedl
William Yerazunis
William Yeager
Max Mathews
Wolfgang Cajar
Wolfgang Giere
Wolfgang Giloi
Wolfgang Glänzel
Wolfgang König
Wolfgang Paul
Todd Howard
G.M. Nijssen
Don Woods
Rich Skrenta
Shantanu Narayen
Gerrit Blaauw
Steve Russell
Ludvig Strigeus
Alexander Schrijver
Alfred Nussbaumer
Oliver Selfridge
Philip Emeagwali
Britta Schinzel
Ajay Bhatt
Jan Dietz
Martin De Prycker
Johannes Engelfriet
Louis Castle
Ernst Strouhal
Greg Costikyan
Daniel Glazman
Bdale Garbee
Avie Tevanian
Koji Igarashi
Peter Samson
Bob Young
Rosa Luz Alegría
Pranav Mistry
Bertrand Serlet
Brad Cox
Kim Bartholomew
Douglas Comer
Bob Miner
Philippe Dreyfus
Alvy Ray Smith
Alan Ralsky
Ayelet Shaked
Ricardo Reis
Walter Sprick
Hicham Charif
Ahti Heinla
Alain Lefebvre
Albert Gonzalez
Alex Biryukov
Alex Corenthin
Alfredo Kojima
Scott Guthrie
Jaime de Yraolagoitia

Amit Singhal
Tony Tebby
Andrej Preston
Andrew Koenig
Andrew Y. Ng
Andrew Zisserman
Andrey Andreev
Andries Brouwer
André Truong Trong Thi
Aneesh Chopra
Antoine Joux
Armin Rigo
Assaf Kfoury
A. J. W. Duijvestijn
Valentin Turchin
Evgeny Tyrtyshnikov
David Turner
Yorick Wilks
Bert van 't Klooster
Junio C Hamano
Katsuhiro Harada
Oleg Khlebnikov
Don R. Swanson
Gianroberto Casaleggio
Lou injian
Aleksandr Chernyavsky
Anatoly Shalyto
Sergey Shorgin
Mykhailo Shura-Bura
Ceriel Jacobs
Börje Langefors
Gerard J. Holzmann
Bruce Jay Nelson
Robert S. Boyer
A.J. Han Vinck
A. Richard Newton
Aaron Bobick
Aaron D. Wyner
Aaron Marcus
Abbas Edalat
Abbas El Gamal
Abbe Mowshowitz
Abdul-Majid Bhurgri
Abhay Bhushan
Abhaya Induruwa
Abraham Silberschatz
Mendel Rosenblum
Simon S. Lam
Adam C. Siepel
Adam Cheyer
Adam Dunkels
Adam Kolawa
Adam Leventhal
Adam Pease
Adam Somlai-Fischer
Adisak Mekkittikul
Hiroshi Inose
Adrian David Cheok
Adrian Walker
Ahto Buldas
Ajay Kapur
Akinori Yonezawa
Jeff Atwood
Alain Fournier
Alain Wegmann
Alan Bundy
Alan Burns
Alan Dix
Alan Emtage
Alan G. Merten
Alan Jay Smith
Alan M. Davis
Alan M. Frieze
Alan Manly
Alan Miles
Alan Mycroft
Alan Rector
Alan Sherman
Alan Smeaton
Alan W. Black
Alasdair Turner
Albert L. Hopkins
Albert R. Meyer
Alberto Broggi
Alberto O. Mendelzon
Albrecht Schmidt
Aleks Oniszczak
Aleksandar Jurišič
Aleksandar Lazarevic
Alessandro Vespignani
Alex Fielding
Alex Martelli
Alex Pentland
Alex uilici
Alex Snoeren
Alex Verrijn Stuart
Alexander Bronstein
Alexander G. Fraser
Alexander Reinefeld
Alexander Strehl
Alexander Tetelbaum
Alfred Spector
Ali Jafari
Alick Glennie
Allan Borodin
Allan Bromley
Allen B. Downey
Alok R. Chaturvedi
Alon Y. Halevy
Amar Gupta
Amin Shokrollahi
Amir Taaki
Amit Sheth
Amiya Pujari
